Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
TMCO3,0,0,0,0,5,0,0,0,0,5,5,5
TMEM185A,0,0,0,0,5,0,0,0,0,5,5,5
TMEM63A,0,0,0,0,4,0,0,1,0,5,5,5
TMEM68,1,0,0,0,4,0,0,0,0,5,5,5
TMEM71,0,0,0,0,5,0,0,0,0,5,5,5
TMF1,0,0,0,0,4,1,0,0,0,5,5,5
TMPO,0,1,0,0,4,0,0,0,0,5,5,5
TMPRSS6,1,0,0,0,4,0,0,0,0,5,5,5
TMPRSS7,0,0,0,0,4,1,0,0,0,5,5,5
TMTC2,0,0,0,0,5,0,0,0,0,5,5,5
TNNI3,0,0,0,0,4,1,0,0,0,5,5,5
TNS1,2,0,0,0,3,0,0,0,0,5,5,5
TOGARAM2,1,0,0,0,4,0,0,0,0,5,5,5
TOP1,0,0,0,0,4,1,0,0,0,5,5,5
TOPORS,0,0,0,0,4,1,0,0,0,5,5,5
TRAF5,1,0,0,0,4,0,0,0,0,5,5,5
TRIM21,0,0,0,0,5,0,0,0,0,5,5,5
TRIM37,0,0,0,0,3,2,0,0,0,5,5,5
TRIM38,0,0,0,0,4,1,0,0,0,5,5,5
TRIM49,0,0,0,0,4,0,0,1,0,5,5,5
TRIM58,0,0,0,0,5,0,0,0,0,5,5,5
TRIM60,0,0,0,0,5,0,0,0,0,5,5,5
TRMT1,0,0,0,0,5,0,0,0,0,5,5,5
TRMT2B,0,0,0,0,4,1,0,0,0,5,5,5
TRPM2,0,0,0,0,5,0,0,0,0,5,5,5
TRPM4,1,0,0,0,4,0,0,0,0,5,5,5
TRPM5,0,0,0,0,4,0,0,1,0,5,5,5
TRPV3,0,0,0,0,5,0,0,0,0,5,5,5
TRPV6,0,0,0,0,5,0,0,0,0,5,5,5
TSPAN12,0,0,0,0,4,1,0,0,0,5,5,5
TSPEAR,0,0,0,0,5,0,0,0,0,5,5,5
TSSK1B,1,0,0,0,4,0,0,0,0,5,5,5
TTBK2,0,0,0,0,4,1,0,0,0,5,5,5
TTC14,0,0,0,0,5,0,0,0,0,5,5,5
TTC17,0,0,0,0,5,0,0,0,0,5,5,5
TTC23,0,0,0,0,4,0,0,1,0,5,5,5
TTC4,0,0,0,0,5,0,0,0,0,5,5,5
TTF2,0,0,0,0,4,1,0,0,0,5,5,5
TTYH2,0,0,0,0,5,0,0,0,0,5,5,5
TUBA1C,0,0,0,0,5,0,0,0,0,5,5,5
TUBGCP5,0,1,0,0,4,0,0,0,0,5,5,5
TYK2,0,0,0,0,5,0,0,0,0,5,5,5
U2SURP,1,0,0,0,4,0,0,0,0,5,5,5
UBA7,0,0,0,0,5,0,0,0,0,5,5,5
UBE2Q1,1,0,0,0,4,0,0,0,0,5,5,5
UBP1,0,1,1,0,3,0,0,0,0,5,5,5
UBR3,0,0,0,0,5,0,0,0,0,5,5,5
UGT1A6,0,0,0,0,4,1,0,0,0,5,5,5
UNK,2,0,0,0,3,0,0,0,0,5,5,5
UPRT,0,0,0,0,5,0,0,0,0,5,5,5
USP20,1,0,0,0,4,0,0,0,0,5,5,5
USP26,1,0,0,0,4,0,0,0,0,5,5,5
USP36,0,0,0,0,4,1,0,0,0,5,5,5
USP4,0,0,0,0,4,0,0,1,0,5,5,5
USP40,1,0,0,0,4,0,0,0,0,5,5,5
USP42,1,0,0,0,4,0,0,0,0,5,5,5
USP54,0,0,0,0,5,0,0,0,0,5,5,5
USP6,0,0,0,0,3,2,0,0,0,5,5,5
VANGL1,0,0,0,0,5,0,0,0,0,5,5,5
VAV3,0,0,1,0,3,1,0,0,0,5,5,5
VILL,0,0,0,0,5,0,0,0,0,5,5,5
VPS18,1,0,0,0,4,0,0,0,0,5,5,5
VPS26A,0,0,0,0,5,0,0,0,0,5,5,5
VPS54,0,0,0,0,5,0,0,0,0,5,5,5
VRTN,0,0,0,0,3,2,0,0,0,5,5,5
VWA7,0,1,0,0,4,0,0,0,0,5,5,5
WASHC2C,0,0,0,0,5,0,0,0,0,5,5,5
WASL,1,0,0,0,3,0,0,1,0,5,5,5
WDHD1,0,0,0,0,5,0,0,0,0,5,5,5
WDR13,0,0,0,0,5,0,0,0,0,5,5,5
WDR46,0,0,0,0,5,0,0,0,0,5,5,5
WEE1,0,0,0,0,5,0,0,0,0,5,5,5
WIZ,0,0,0,0,5,0,0,0,0,5,5,5
WNK2,0,0,0,0,5,0,0,0,0,5,5,5
WNT7A,0,0,0,0,5,0,0,0,0,5,5,5
XKR6,0,0,0,0,5,0,0,0,0,5,5,5
XPR1,0,0,0,0,5,0,0,0,0,5,5,5
XRRA1,0,0,0,0,5,0,0,0,0,5,5,5
YTHDC1,0,0,0,0,4,1,0,0,0,5,5,5
YTHDF1,0,0,0,0,5,0,0,0,0,5,5,5
YY1AP1,0,0,0,0,5,0,0,0,0,5,5,5
ZBED8,0,0,0,0,5,0,0,0,0,5,5,5
ZBTB4,1,0,0,0,3,1,0,0,0,5,5,5
ZC3H14,0,0,0,0,5,0,0,0,0,5,5,5
ZC3H15,0,0,0,0,5,0,0,0,0,5,5,5
ZDHHC17,0,0,0,0,5,0,0,0,0,5,5,5
ZDHHC5,0,0,0,0,4,1,0,0,0,5,5,5
ZFAT,0,0,0,0,5,0,0,0,0,5,5,5
ZFP30,0,0,0,0,5,0,0,0,0,5,5,5
ZFP69,0,0,0,0,5,0,0,0,0,5,5,5
ZKSCAN1,0,0,0,0,4,1,0,0,0,5,5,5
ZMAT1,0,0,0,0,5,0,0,0,0,5,5,5
ZMYM5,0,0,0,0,4,1,0,0,0,5,5,5
ZNF12,0,0,0,0,4,1,0,0,0,5,5,5
ZNF135,0,2,0,0,2,1,0,0,0,5,5,5
ZNF142,2,0,0,0,2,1,0,0,0,5,5,5
ZNF175,0,0,0,0,5,0,0,0,0,5,5,5
ZNF184,0,0,0,0,5,0,0,0,0,5,5,5
ZNF189,1,0,0,0,3,1,0,0,0,5,5,5
ZNF215,0,0,0,0,4,1,0,0,0,5,5,5
ZNF229,0,0,0,0,4,1,0,0,0,5,5,5
ZNF235,1,0,0,0,3,1,0,0,0,5,5,5
ZNF239,0,0,0,0,5,0,0,0,0,5,5,5
ZNF250,0,0,0,0,5,0,0,0,0,5,5,5
ZNF274,0,0,0,0,5,0,0,0,0,5,5,5
ZNF285,1,0,0,0,4,0,0,0,0,5,5,5
ZNF286A,0,0,0,0,4,1,0,0,0,5,5,5
ZNF34,0,0,0,0,5,0,0,0,0,5,5,5
ZNF358,0,0,0,0,5,0,0,0,0,5,5,5
ZNF438,0,0,0,0,4,1,0,0,0,5,5,5
ZNF440,1,0,0,0,3,1,0,0,0,5,5,5
ZNF496,0,0,0,0,5,0,0,0,0,5,5,5
ZNF512,1,0,0,0,2,1,0,1,0,5,5,5
ZNF518B,0,0,0,0,5,0,0,0,0,5,5,5
ZNF543,0,0,0,0,5,0,0,0,0,5,5,5
ZNF548,0,0,0,0,5,0,0,0,0,5,5,5
ZNF549,0,0,0,0,4,1,0,0,0,5,5,5
ZNF555,0,0,0,0,4,1,0,0,0,5,5,5
ZNF561,0,0,0,0,5,0,0,0,0,5,5,5
ZNF569,0,0,0,0,4,1,0,0,0,5,5,5
ZNF572,0,1,0,0,4,0,0,0,0,5,5,5
ZNF582,0,0,0,0,5,0,0,0,0,5,5,5
ZNF611,0,0,0,0,5,0,0,0,0,5,5,5
ZNF613,0,1,0,0,4,0,0,0,0,5,5,5
ZNF624,1,0,0,0,4,0,0,0,0,5,5,5
ZNF625,0,0,0,0,5,0,0,0,0,5,5,5
ZNF649,0,0,0,0,5,0,0,0,0,5,5,5
ZNF665,0,0,0,0,3,2,0,0,0,5,5,5
ZNF667,0,0,0,0,4,1,0,0,0,5,5,5
ZNF677,0,0,0,0,5,0,0,0,0,5,5,5
ZNF681,0,0,0,0,5,0,0,0,0,5,5,5
ZNF689,0,0,0,0,5,0,0,0,0,5,5,5
ZNF710,0,0,0,0,5,0,0,0,0,5,5,5
ZNF714,0,0,0,0,5,0,0,0,0,5,5,5
ZNF772,1,0,0,0,4,0,0,0,0,5,5,5
ZNF776,0,0,0,0,5,0,0,0,0,5,5,5
ZNF800,1,0,0,0,3,1,0,0,0,5,5,5
ZNF808,0,0,0,0,5,0,0,0,0,5,5,5
ZNF813,0,0,0,0,5,0,0,0,0,5,5,5
ZNF85,1,0,0,0,4,0,0,0,0,5,5,5
ZNF878,1,0,0,0,4,0,0,0,0,5,5,5
ZNF99,0,0,0,0,4,1,0,0,0,5,5,5
ZNRF3,1,0,0,0,4,0,0,0,0,5,5,5
ZSCAN25,2,0,0,0,2,1,0,0,0,5,5,5
URGCP,0,0,0,0,9,1,0,0,0,10,4,4
GK,0,0,0,0,6,1,0,1,0,8,4,4
AKNAD1,0,0,0,0,2,4,0,0,0,6,4,4
B4GALNT2,0,0,0,0,3,3,0,0,0,6,4,4
CAVIN2,0,0,0,0,6,0,0,0,0,6,4,4
CHUK,0,0,0,0,6,0,0,0,0,6,4,4
CXorf58,0,0,0,0,5,1,0,0,0,6,4,4
HIF1A,0,0,0,0,4,2,0,0,0,6,4,4
IDH1,0,0,0,0,6,0,0,0,0,6,4,4
LATS2,0,0,0,0,4,2,0,0,0,6,4,4
MARCHF5,0,0,0,0,6,0,0,0,0,6,4,4
MAST3,0,1,0,0,5,0,0,0,0,6,4,4
PARP10,1,0,0,0,5,0,0,0,0,6,4,4
PDIA4,0,0,0,0,4,2,0,0,0,6,4,4
PPP4R2,0,0,0,0,5,1,0,0,0,6,4,4
RASA2,0,0,0,0,3,2,0,1,0,6,4,4
RNF145,0,0,0,0,5,1,0,0,0,6,4,4
RNF168,1,0,0,0,4,1,0,0,0,6,4,4
SEPTIN4,0,0,0,0,5,1,0,0,0,6,4,4
TMC7,0,0,0,0,6,0,0,0,0,6,4,4
ZBTB6,0,0,0,0,4,2,0,0,0,6,4,4
ZNF14,0,0,0,0,6,0,0,0,0,6,4,4
AASS,0,0,0,0,3,1,0,1,0,5,4,4
ABAT,0,0,0,0,4,1,0,0,0,5,4,4
ACADL,0,0,0,0,5,0,0,0,0,5,4,4
ACSBG2,0,0,0,0,5,0,0,0,0,5,4,4
ACSL5,0,0,0,0,4,0,0,1,0,5,4,4
AEBP2,0,0,0,0,5,0,0,0,0,5,4,4
AGBL5,1,0,0,0,4,0,0,0,0,5,4,4
AGTR1,0,1,0,0,4,0,0,0,0,5,4,4
AOPEP,0,0,0,0,5,0,0,0,0,5,4,4
ARHGEF17,1,1,0,0,2,1,0,0,0,5,4,4
ARHGEF25,0,0,0,0,5,0,0,0,0,5,4,4
ASNSD1,0,0,0,0,5,0,0,0,0,5,4,4
BCLAF3,2,0,0,0,1,2,0,0,0,5,4,4
BTN2A2,0,0,0,0,4,1,0,0,0,5,4,4
CA14,0,0,0,0,4,1,0,0,0,5,4,4
CBL,0,0,0,0,5,0,0,0,0,5,4,4
CCDC62,0,0,0,0,5,0,0,0,0,5,4,4
CCT2,0,0,0,0,4,1,0,0,0,5,4,4
CD180,1,1,0,0,3,0,0,0,0,5,4,4
CFHR5,0,0,0,0,4,1,0,0,0,5,4,4
CHRNA4,0,0,0,0,5,0,0,0,0,5,4,4
CIZ1,1,0,0,0,3,1,0,0,0,5,4,4
CLCA2,0,0,0,0,5,0,0,0,0,5,4,4
COP1,0,0,0,0,5,0,0,0,0,5,4,4
CREB3L3,0,0,0,0,5,0,0,0,0,5,4,4
CRISPLD1,1,0,0,0,4,0,0,0,0,5,4,4
CRYGC,0,0,0,0,3,2,0,0,0,5,4,4
CUL5,1,0,0,0,4,0,0,0,0,5,4,4
CXCR1,0,0,0,0,5,0,0,0,0,5,4,4
DDX41,0,0,0,0,5,0,0,0,0,5,4,4
DHX40,0,0,0,0,5,0,0,0,0,5,4,4
DRAM1,0,0,0,0,4,0,0,1,0,5,4,4
DYRK3,0,0,0,0,4,1,0,0,0,5,4,4
EFCAB7,0,0,0,0,4,1,0,0,0,5,4,4
ELF1,0,1,0,0,3,1,0,0,0,5,4,4
ENPP3,0,0,0,0,5,0,0,0,0,5,4,4
ETAA1,0,0,0,0,4,0,0,0,1,5,4,4
F10,1,0,0,0,4,0,0,0,0,5,4,4
FAM81B,0,0,0,0,5,0,0,0,0,5,4,4
FBXO34,0,0,0,0,5,0,0,0,0,5,4,4
FLVCR1,0,0,0,0,4,1,0,0,0,5,4,4
G2E3,1,0,0,0,3,1,0,0,0,5,4,4
GABRA1,0,0,0,0,5,0,0,0,0,5,4,4
GART,1,0,0,0,4,0,0,0,0,5,4,4
GBP5,2,0,0,0,3,0,0,0,0,5,4,4
GLI1,0,0,0,0,5,0,0,0,0,5,4,4
GMPS,0,0,0,0,4,1,0,0,0,5,4,4
GOLGA1,1,0,0,0,4,0,0,0,0,5,4,4
GP1BA,0,0,0,0,5,0,0,0,0,5,4,4
GPATCH3,0,0,0,0,5,0,0,0,0,5,4,4
GPR12,0,0,0,0,5,0,0,0,0,5,4,4
GRAMD1B,0,0,0,0,5,0,0,0,0,5,4,4
GTF2IRD2B,0,0,0,0,4,0,0,1,0,5,4,4
GTF3C2,0,0,0,0,3,2,0,0,0,5,4,4
H1-2,0,0,1,0,4,0,0,0,0,5,4,4
H2BC8,0,0,0,0,4,1,0,0,0,5,4,4
HAL,0,0,0,0,5,0,0,0,0,5,4,4
HBS1L,0,0,0,0,4,0,0,1,0,5,4,4
HMGCS1,0,0,0,0,4,1,0,0,0,5,4,4
HOOK2,0,0,0,0,5,0,0,0,0,5,4,4
IL17RD,0,0,0,0,5,0,0,0,0,5,4,4
IPO13,0,0,0,0,5,0,0,0,0,5,4,4
IPP,0,0,0,0,5,0,0,0,0,5,4,4
IQCD,0,0,0,0,4,1,0,0,0,5,4,4
ITGA5,0,0,0,0,4,1,0,0,0,5,4,4
ITGA9,0,0,0,0,4,1,0,0,0,5,4,4
ITGAE,0,0,0,0,5,0,0,0,0,5,4,4
KIF1C,0,0,0,0,5,0,0,0,0,5,4,4
KIF20A,0,0,0,0,4,1,0,0,0,5,4,4
KLHL8,0,0,0,0,4,1,0,0,0,5,4,4
KRI1,0,0,0,0,3,2,0,0,0,5,4,4
KRT73,0,0,0,0,4,1,0,0,0,5,4,4
KRTAP10-5,0,0,0,0,5,0,0,0,0,5,4,4
L3MBTL2,0,0,0,0,4,0,0,1,0,5,4,4
LAMP2,0,0,0,0,3,1,0,1,0,5,4,4
LARP4,1,0,0,0,4,0,0,0,0,5,4,4
LARS1,0,0,0,0,5,0,0,0,0,5,4,4
LIG4,0,0,0,0,4,1,0,0,0,5,4,4
LINGO1,0,0,0,0,5,0,0,0,0,5,4,4
LIPE,1,0,0,0,4,0,0,0,0,5,4,4
LRG1,0,0,0,0,4,1,0,0,0,5,4,4
LRRC8A,0,0,0,0,4,1,0,0,0,5,4,4
MCOLN2,0,0,0,0,5,0,0,0,0,5,4,4
MEF2A,1,0,0,0,4,0,0,0,0,5,4,4
MMP24,0,0,0,0,5,0,0,0,0,5,4,4
MOCOS,1,0,0,0,4,0,0,0,0,5,4,4
MSANTD3,1,0,0,0,2,2,0,0,0,5,4,4
NBPF3,0,0,0,0,4,0,0,1,0,5,4,4
NCAPG2,0,0,0,0,3,1,0,0,1,5,4,4
NCSTN,0,0,0,0,4,1,0,0,0,5,4,4
NGEF,0,0,0,0,5,0,0,0,0,5,4,4
NIM1K,2,0,0,0,3,0,0,0,0,5,4,4
NLRP13,0,0,0,0,3,2,0,0,0,5,4,4
NOL8,0,0,0,0,5,0,0,0,0,5,4,4
NR5A2,0,0,0,0,5,0,0,0,0,5,4,4
NSFL1C,0,0,0,0,4,1,0,0,0,5,4,4
ODF2L,0,0,0,0,4,0,0,1,0,5,4,4
OLFML2A,0,1,0,0,4,0,0,0,0,5,4,4
OR10AG1,0,0,0,0,4,1,0,0,0,5,4,4
OR2F1,0,0,0,0,4,1,0,0,0,5,4,4
OR8K1,0,0,0,0,5,0,0,0,0,5,4,4
P2RY8,1,0,1,0,3,0,0,0,0,5,4,4
PGM2,0,0,0,0,3,2,0,0,0,5,4,4
PLCXD3,0,0,0,0,4,1,0,0,0,5,4,4
PLEKHA5,1,0,0,0,3,1,0,0,0,5,4,4
PM20D2,0,0,0,0,5,0,0,0,0,5,4,4
POGLUT2,0,0,0,0,5,0,0,0,0,5,4,4
POLR3B,0,0,0,0,4,1,0,0,0,5,4,4
POPDC3,0,0,0,0,5,0,0,0,0,5,4,4
PPARA,0,0,1,0,3,0,0,1,0,5,4,4
PPFIBP2,0,0,0,0,4,0,0,1,0,5,4,4
PPP1R1A,0,0,0,0,5,0,0,0,0,5,4,4
PRG4,0,0,0,0,4,1,0,0,0,5,4,4
PRRC2A,1,0,0,0,4,0,0,0,0,5,4,4
PTGS1,0,0,0,0,5,0,0,0,0,5,4,4
PTPN21,0,0,0,0,5,0,0,0,0,5,4,4
PYROXD2,1,0,0,0,3,0,0,1,0,5,4,4
RAB6A,0,1,0,0,4,0,0,0,0,5,4,4
RAB9B,0,0,0,0,5,0,0,0,0,5,4,4
RBM12B,0,0,0,0,3,2,0,0,0,5,4,4
RCBTB2,1,0,0,0,4,0,0,0,0,5,4,4
RELCH,0,0,0,0,4,1,0,0,0,5,4,4
RIN2,0,0,0,0,5,0,0,0,0,5,4,4
RIPOR2,0,0,0,0,5,0,0,0,0,5,4,4
RNF146,0,0,0,0,5,0,0,0,0,5,4,4
RPAP2,1,0,0,0,4,0,0,0,0,5,4,4
RPAP3,0,0,0,0,3,2,0,0,0,5,4,4
RSRC2,0,0,0,0,5,0,0,0,0,5,4,4
SASS6,0,1,0,0,3,0,0,0,1,5,4,4
SCEL,0,0,0,0,5,0,0,0,0,5,4,4
SGCG,0,0,0,0,5,0,0,0,0,5,4,4
SKIV2L,0,0,0,0,5,0,0,0,0,5,4,4
SLC37A2,0,0,0,0,5,0,0,0,0,5,4,4
SLC8A3,0,0,0,0,5,0,0,0,0,5,4,4
SNED1,0,0,0,0,5,0,0,0,0,5,4,4
SORL1,1,0,0,0,4,0,0,0,0,5,4,4
SOX30,0,0,0,0,4,1,0,0,0,5,4,4
SPRY1,0,0,0,0,4,1,0,0,0,5,4,4
SSBP2,0,0,0,0,5,0,0,0,0,5,4,4
SSH1,0,0,0,0,4,1,0,0,0,5,4,4
STXBP5L,0,0,0,0,4,1,0,0,0,5,4,4
SUN5,0,0,0,0,5,0,0,0,0,5,4,4
SYNJ2,1,0,0,0,3,0,0,1,0,5,4,4
TAAR2,0,0,0,0,2,2,0,0,1,5,4,4
TACC1,0,0,0,0,4,0,0,1,0,5,4,4
TAF5L,0,0,0,0,4,1,0,0,0,5,4,4
TARS3,0,0,1,0,4,0,0,0,0,5,4,4
TBX5,0,0,0,0,5,0,0,0,0,5,4,4
TFDP3,0,0,0,0,4,1,0,0,0,5,4,4
THAP9,0,0,0,1,2,1,0,1,0,5,4,4
THBS3,0,0,0,0,5,0,0,0,0,5,4,4
TLL2,0,0,0,0,4,1,0,0,0,5,4,4
TLR2,0,0,0,0,4,1,0,0,0,5,4,4
TMC3,0,0,0,0,5,0,0,0,0,5,4,4
TNIP3,0,0,0,0,4,1,0,0,0,5,4,4
TNMD,0,0,0,0,5,0,0,0,0,5,4,4
TPTE2,0,0,0,0,4,1,0,0,0,5,4,4
TRIM25,0,0,0,0,3,1,0,1,0,5,4,4
TTLL6,0,0,0,0,5,0,0,0,0,5,4,4
TUBGCP3,0,0,0,0,5,0,0,0,0,5,4,4
TXLNB,0,0,0,0,5,0,0,0,0,5,4,4
TYW3,0,1,0,0,4,0,0,0,0,5,4,4
UBASH3A,0,0,0,0,5,0,0,0,0,5,4,4
UHRF1,0,0,0,0,5,0,0,0,0,5,4,4
UNC5B,2,0,0,0,3,0,0,0,0,5,4,4
USP39,0,0,0,0,5,0,0,0,0,5,4,4
USP48,1,0,0,0,3,1,0,0,0,5,4,4
USP5,1,0,0,0,4,0,0,0,0,5,4,4
WDR64,0,0,1,0,3,1,0,0,0,5,4,4
WIPF2,1,0,0,0,3,1,0,0,0,5,4,4
XRCC6,0,0,0,0,5,0,0,0,0,5,4,4
ZFP28,0,0,0,0,4,1,0,0,0,5,4,4
ZKSCAN5,0,0,0,0,4,1,0,0,0,5,4,4
ZNF200,0,0,0,0,5,0,0,0,0,5,4,4
ZNF226,0,0,0,0,4,1,0,0,0,5,4,4
ZNF382,0,0,0,0,4,1,0,0,0,5,4,4
ZNF442,0,0,0,0,4,1,0,0,0,5,4,4
ZNF484,0,0,0,0,4,0,0,0,1,5,4,4
ZNF507,0,0,0,0,2,2,0,1,0,5,4,4
ZNF552,1,1,0,0,2,1,0,0,0,5,4,4
ZNF567,0,1,0,0,4,0,0,0,0,5,4,4
ZNF583,0,0,0,0,4,1,0,0,0,5,4,4
ZNF595,0,0,0,0,4,1,0,0,0,5,4,4
ZNF804A,0,0,0,0,5,0,0,0,0,5,4,4
ZNF846,1,0,0,0,4,0,0,0,0,5,4,4
AADACL4,0,0,0,0,4,0,0,0,0,4,4,4
AARS2,0,0,0,0,4,0,0,0,0,4,4,4
AATK,0,0,0,0,4,0,0,0,0,4,4,4
ABCD2,0,0,0,0,3,1,0,0,0,4,4,4
ABCG1,0,0,0,0,4,0,0,0,0,4,4,4
ABCG5,0,0,0,0,4,0,0,0,0,4,4,4
ABI1,0,0,0,0,4,0,0,0,0,4,4,4
AC004593.2,0,0,0,0,4,0,0,0,0,4,4,4
AC005833.1,0,0,0,0,4,0,0,0,0,4,4,4
AC020907.6,0,0,0,0,3,0,1,0,0,4,4,4
ACAD9,0,0,0,0,4,0,0,0,0,4,4,4
ACOT11,0,0,0,0,3,1,0,0,0,4,4,4
ACOXL,0,0,0,0,4,0,0,0,0,4,4,4
ACRBP,0,0,0,0,3,1,0,0,0,4,4,4
ACSF2,0,0,0,0,3,0,0,1,0,4,4,4
ACSL6,0,0,0,0,4,0,0,0,0,4,4,4
ACSM2B,0,0,0,0,3,1,0,0,0,4,4,4
ACTA2,0,0,0,0,4,0,0,0,0,4,4,4
ACTB,0,0,0,0,3,0,0,1,0,4,4,4
ACTL6B,1,0,0,0,2,1,0,0,0,4,4,4
ACTN3,0,0,0,0,4,0,0,0,0,4,4,4
ACTR1A,0,0,0,0,4,0,0,0,0,4,4,4
ACTR3B,0,0,0,0,4,0,0,0,0,4,4,4
ACTR6,1,0,1,0,1,1,0,0,0,4,4,4
ACVRL1,0,0,0,0,4,0,0,0,0,4,4,4
ADAMTS18,1,0,0,0,3,0,0,0,0,4,4,4
ADAMTSL4,0,0,0,0,4,0,0,0,0,4,4,4
ADARB2,0,0,0,0,4,0,0,0,0,4,4,4
ADGRF1,0,0,0,0,4,0,0,0,0,4,4,4
ADGRF2,0,0,0,0,4,0,0,0,0,4,4,4
ADGRF3,1,0,0,0,2,1,0,0,0,4,4,4
ADNP2,0,0,0,0,3,1,0,0,0,4,4,4
ADORA1,0,0,0,0,4,0,0,0,0,4,4,4
ADSL,0,0,0,0,4,0,0,0,0,4,4,4
ADSS2,0,0,0,0,3,1,0,0,0,4,4,4
AFAP1L2,0,0,0,0,0,4,0,0,0,4,4,4
AGAP2,0,0,0,0,4,0,0,0,0,4,4,4
AGBL2,1,0,0,0,3,0,0,0,0,4,4,4
AGBL4,0,0,1,0,3,0,0,0,0,4,4,4
AGK,0,0,0,0,4,0,0,0,0,4,4,4
AGRN,0,0,0,0,4,0,0,0,0,4,4,4
AHCY,0,0,0,0,3,0,0,1,0,4,4,4
AHRR,0,0,0,0,4,0,0,0,0,4,4,4
AIM2,0,0,0,0,4,0,0,0,0,4,4,4
AKAP8,0,0,0,0,4,0,0,0,0,4,4,4
AKR1C2,1,0,0,0,2,1,0,0,0,4,4,4
AKR1C4,0,0,0,0,4,0,0,0,0,4,4,4
AL031777.2,0,0,0,0,4,0,0,0,0,4,4,4
AL035461.3,0,0,0,0,3,1,0,0,0,4,4,4
AL136295.1,0,0,0,0,4,0,0,0,0,4,4,4
AL645922.1,0,0,0,0,4,0,0,0,0,4,4,4
ALDH3B2,0,0,0,0,4,0,0,0,0,4,4,4
ALDH8A1,1,0,0,0,3,0,0,0,0,4,4,4
ALDH9A1,1,0,0,0,3,0,0,0,0,4,4,4
ALKBH5,1,0,0,0,3,0,0,0,0,4,4,4
ALLC,0,0,0,0,4,0,0,0,0,4,4,4
ALOX12,0,0,0,0,3,1,0,0,0,4,4,4
ALPL,0,0,0,0,3,1,0,0,0,4,4,4
ALX4,0,0,0,0,3,1,0,0,0,4,4,4
AMZ1,0,0,0,0,2,1,0,1,0,4,4,4
ANAPC7,0,0,0,0,4,0,0,0,0,4,4,4
ANGEL2,0,0,0,0,4,0,0,0,0,4,4,4
ANGPTL3,0,0,0,0,4,0,0,0,0,4,4,4
ANKIB1,0,0,0,0,4,0,0,0,0,4,4,4
ANKRD44,0,0,0,0,4,0,0,0,0,4,4,4
ANKRD50,0,0,0,0,3,1,0,0,0,4,4,4
ANO9,1,0,0,0,3,0,0,0,0,4,4,4
ANOS1,0,0,0,0,3,0,0,1,0,4,4,4
ANXA13,0,0,0,0,3,1,0,0,0,4,4,4
ANXA4,0,0,0,0,3,0,0,1,0,4,4,4
ANXA6,0,0,0,0,4,0,0,0,0,4,4,4
AP2A2,0,0,0,0,4,0,0,0,0,4,4,4
AP3M2,2,0,0,0,2,0,0,0,0,4,4,4
AP4B1,0,0,0,0,3,1,0,0,0,4,4,4
APC2,0,0,0,0,4,0,0,0,0,4,4,4
APLNR,0,0,0,0,4,0,0,0,0,4,4,4
APPL1,1,0,0,0,3,0,0,0,0,4,4,4
ARHGAP10,0,0,0,0,2,1,0,1,0,4,4,4
ARHGAP15,0,0,0,0,4,0,0,0,0,4,4,4
ARHGAP30,0,0,0,0,4,0,0,0,0,4,4,4
ARHGAP32,0,0,0,0,4,0,0,0,0,4,4,4
ARHGAP36,0,0,0,0,4,0,0,0,0,4,4,4
ARHGAP39,0,0,0,0,3,1,0,0,0,4,4,4
ARHGAP9,1,0,0,0,2,0,0,1,0,4,4,4
ARHGEF39,0,0,0,0,4,0,0,0,0,4,4,4
ARID3B,0,0,0,0,4,0,0,0,0,4,4,4
ARMCX5-GPRASP2,1,1,0,0,2,0,0,0,0,4,4,4
ARNTL,0,0,0,0,3,0,0,1,0,4,4,4
ARPC2,0,0,0,0,2,2,0,0,0,4,4,4
ARRDC3,0,1,0,0,2,0,0,1,0,4,4,4
ARSB,0,0,0,0,4,0,0,0,0,4,4,4
ASAH2,0,0,0,0,4,0,0,0,0,4,4,4
ASB12,0,0,0,0,4,0,0,0,0,4,4,4
ASB5,1,0,0,0,3,0,0,0,0,4,4,4
ASB9,0,0,0,0,4,0,0,0,0,4,4,4
ASCC2,1,0,0,0,2,1,0,0,0,4,4,4
ASH2L,0,0,0,0,4,0,0,0,0,4,4,4
ASNS,0,0,0,0,4,0,0,0,0,4,4,4
ASPA,0,0,0,0,1,3,0,0,0,4,4,4
ASPHD2,0,0,0,0,4,0,0,0,0,4,4,4
ASTL,1,0,0,0,2,1,0,0,0,4,4,4
ASZ1,0,0,0,0,3,1,0,0,0,4,4,4
ATF4,1,1,0,0,2,0,0,0,0,4,4,4
ATL3,0,0,0,0,3,1,0,0,0,4,4,4
ATOH1,0,0,0,0,4,0,0,0,0,4,4,4
ATP12A,0,0,0,0,4,0,0,0,0,4,4,4
ATP6V0A4,0,0,0,0,3,1,0,0,0,4,4,4
ATP6V0B,0,0,0,0,4,0,0,0,0,4,4,4
ATP6V1A,0,0,0,0,4,0,0,0,0,4,4,4
ATP6V1C2,0,0,0,0,3,1,0,0,0,4,4,4
ATP8A2,0,0,0,0,3,0,0,1,0,4,4,4
